efficiency_category,has_balcony,has_elevator,has_garage,property_state,building_type,area,prague_district,rooms,floor,price
Třída G,False,False,False,Novostavba,Cihlová,35,5004.0,2+kk,4,15000.0
Třída G,False,False,False,Novostavba,Cihlová,31,5004.0,1+kk,4,13500.0
Třída G,False,False,False,Novostavba,Cihlová,38,5004.0,2+kk,4,15000.0
Třída D,False,True,False,Velmi dobrý,Cihlová,65,5001.0,2+kk,1,22950.0
Třída D,False,True,False,Po rekonstrukci,Cihlová,92,5002.0,3+kk,3,45000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,40,5007.0,1+kk,8,14900.0
Třída C,True,True,False,Velmi dobrý,Skeletová,30,5009.0,1+kk,2,14000.0
Třída G,True,False,False,Other,Smíšená,83,5005.0,3+kk,4,19800.0
Třída G,True,False,False,Other,Smíšená,83,5005.0,3+kk,4,19800.0
Třída C,False,True,False,Novostavba,Cihlová,65,5004.0,2+kk,3,26000.0
Třída G,True,True,False,Velmi dobrý,Cihlová,95,5001.0,3+kk,3,29000.0
Třída C,False,False,False,Po rekonstrukci,Cihlová,55,5005.0,3+kk,2,21000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,75,5003.0,2+1,5,15000.0
Třída G,False,True,False,Po rekonstrukci,Smíšená,91,5002.0,atypicky,6,22000.0
Třída B,True,False,True,Velmi dobrý,Cihlová,49,5005.0,2+kk,2,16000.0
Třída C,True,True,True,Novostavba,Cihlová,65,5003.0,2+kk,5,26000.0
Třída C,True,True,False,Novostavba,Cihlová,34,5005.0,1+kk,3,13000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,58,5008.0,2+kk,2,18000.0
Other,True,False,False,Other,Cihlová,78,5004.0,3+1,2,19000.0
Třída G,True,True,False,Velmi dobrý,Cihlová,203,5001.0,4+kk,6,90000.0
Other,False,False,True,Velmi dobrý,Cihlová,90,5010.0,3+kk,3,22500.0
Třída B,False,True,True,Velmi dobrý,Cihlová,215,5002.0,2+1,1,60500.0
Třída G,True,True,False,Velmi dobrý,Cihlová,197,5001.0,5+1,4,100000.0
Třída G,True,True,False,Velmi dobrý,Smíšená,203,5001.0,4+1,6,90000.0
Třída G,True,True,False,Velmi dobrý,Cihlová,83,5005.0,3+kk,2,28500.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,99,5005.0,3+kk,3,33000.0
Třída G,False,True,False,Velmi dobrý,Smíšená,155,5005.0,4+kk,6,45000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,172,5001.0,5+kk,2,59000.0
Třída G,True,True,False,Po rekonstrukci,Cihlová,88,5005.0,3+kk,5,31850.0
Třída C,False,False,True,Velmi dobrý,Cihlová,118,5005.0,4+kk,2,32000.0
Třída A,True,True,True,Novostavba,Cihlová,85,5005.0,3+kk,2,25000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,105,5005.0,2+1,2,25000.0
Třída B,False,False,False,Novostavba,Smíšená,35,5005.0,1+kk,1,13500.0
Třída D,False,True,False,Other,Panelová,45,5006.0,2+kk,10,11500.0
Třída D,False,True,False,Po rekonstrukci,Cihlová,57,5005.0,2+kk,5,23500.0
Třída G,True,False,False,Velmi dobrý,Cihlová,58,5005.0,2+1,4,17000.0
Třída D,False,True,False,Other,Cihlová,84,5008.0,3+kk,5,18500.0
Other,False,False,False,Novostavba,Cihlová,55,5006.0,2+1,6,18500.0
Other,False,False,False,Po rekonstrukci,Cihlová,75,5004.0,3+kk,3,19000.0
Třída C,False,True,False,Other,Panelová,67,5004.0,3+kk,5,16000.0
Třída C,False,True,False,Velmi dobrý,Panelová,56,5004.0,2+1,7,16800.0
Třída G,True,True,False,Velmi dobrý,Cihlová,82,5001.0,3+1,5,25000.0
Třída A,True,True,False,Novostavba,Cihlová,58,5005.0,2+kk,3,16000.0
Třída F,False,False,False,Po rekonstrukci,Cihlová,85,5002.0,3+kk,2,38000.0
Other,False,False,False,Velmi dobrý,Cihlová,40,5006.0,2+kk,1,18000.0
Třída G,False,True,False,Other,Cihlová,75,5002.0,2+kk,4,32000.0
Třída G,False,True,False,Other,Cihlová,135,5002.0,3+1,3,48000.0
Třída G,False,True,False,Other,Cihlová,100,5002.0,3+kk,2,43000.0
Třída G,False,True,False,Other,Cihlová,40,5002.0,1+1,2,21000.0
Třída C,False,True,False,Novostavba,Cihlová,52,5005.0,1+kk,2,16000.0
Other,False,True,False,Velmi dobrý,Cihlová,48,5003.0,2+kk,3,13000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,82,5004.0,3+kk,2,16000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,77,5004.0,3+1,3,19000.0
Třída D,True,False,False,Velmi dobrý,Cihlová,79,5005.0,2+kk,3,19000.0
Třída G,False,True,False,Other,Cihlová,45,5002.0,2+kk,5,27000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,160,5002.0,4+kk,5,50000.0
Třída G,True,False,False,Velmi dobrý,Cihlová,120,5006.0,4+kk,2,35000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,54,5003.0,2+1,6,21500.0
Třída B,True,True,False,Velmi dobrý,Panelová,67,5004.0,3+1,3,18000.0
Třída C,False,True,False,Po rekonstrukci,Panelová,42,5006.0,2+kk,3,15000.0
Other,False,False,True,Velmi dobrý,Cihlová,150,5001.0,4+kk,6,75000.0
Třída D,False,True,True,Velmi dobrý,Panelová,76,5004.0,3+1,6,16000.0
Třída C,False,True,False,Po rekonstrukci,Panelová,60,5004.0,3+1,4,19000.0
Třída C,True,True,False,Velmi dobrý,Skeletová,51,5004.0,2+kk,4,17500.0
Třída G,False,False,False,Velmi dobrý,Smíšená,53,5010.0,2+1,4,14000.0
Třída G,False,False,False,Velmi dobrý,Panelová,42,5009.0,2+kk,8,13900.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,38,5006.0,2+kk,2,15000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,65,5006.0,3+kk,3,23500.0
Třída G,True,True,False,Other,Cihlová,63,5006.0,3+kk,3,19900.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,42,5007.0,2+kk,2,15500.0
Other,False,False,False,Velmi dobrý,Cihlová,40,5006.0,2+kk,1,18000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,50,5005.0,2+kk,3,22000.0
Třída B,True,False,True,Novostavba,Cihlová,55,5005.0,2+kk,2,15000.0
Other,False,False,False,Other,Smíšená,62,5004.0,2+1,1,15000.0
Other,False,False,False,Velmi dobrý,Cihlová,52,5009.0,2+1,3,14500.0
Třída B,False,True,True,Novostavba,Cihlová,70,5003.0,2+kk,13,21000.0
Třída C,False,False,False,Velmi dobrý,Cihlová,68,5010.0,2+kk,2,13900.0
Třída G,True,True,False,Velmi dobrý,Cihlová,48,5009.0,2+1,7,15000.0
Třída G,True,True,False,Po rekonstrukci,Panelová,53,5006.0,2+kk,7,16800.0
Třída G,False,True,True,Novostavba,Cihlová,67,5009.0,3+kk,2,16100.0
Other,False,False,False,Velmi dobrý,Cihlová,50,5008.0,2+kk,3,17000.0
Třída G,True,False,False,Novostavba,Cihlová,33,5005.0,1+kk,3,12000.0
Třída E,False,True,False,Po rekonstrukci,Smíšená,23,5004.0,1+kk,3,11000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,65,5003.0,2+kk,4,16000.0
Třída C,False,False,True,Po rekonstrukci,Cihlová,55,5005.0,3+kk,2,21000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,214,5003.0,6 a vice,7,50000.0
Třída G,False,True,False,Other,Smíšená,65,5002.0,2+kk,6,22000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,66,5005.0,2+1,3,18000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,49,5003.0,1+1,3,14750.0
Třída C,False,False,False,Velmi dobrý,Cihlová,55,5005.0,3+kk,0,21000.0
Třída C,False,True,False,Velmi dobrý,Cihlová,44,5010.0,2+kk,1,13500.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,66,5010.0,3+kk,2,19500.0
Other,False,False,False,Po rekonstrukci,Panelová,34,5005.0,2+kk,3,13000.0
Třída B,False,False,True,Novostavba,Smíšená,63,5005.0,2+kk,4,23000.0
Třída G,False,False,True,Velmi dobrý,Smíšená,195,5006.0,5+kk,4,69000.0
Other,False,True,True,Novostavba,Cihlová,68,5009.0,2+kk,2,15000.0
Třída D,True,True,False,Po rekonstrukci,Cihlová,182,5006.0,5+kk,4,35000.0
Třída G,True,False,False,Po rekonstrukci,Panelová,80,5010.0,4+1,3,16000.0
Other,False,False,False,Velmi dobrý,Cihlová,110,5001.0,2+kk,6,30500.0
Třída A,True,False,False,Velmi dobrý,Cihlová,150,5003.0,4+kk,4,44999.0
Other,False,False,False,Velmi dobrý,Cihlová,46,5004.0,2+kk,1,17000.0
Třída C,True,True,False,Novostavba,Cihlová,56,5005.0,2+kk,2,17500.0
Třída G,False,True,False,Novostavba,Skeletová,75,5008.0,2+kk,6,27500.0
Třída G,False,True,True,Velmi dobrý,Cihlová,107,5002.0,3+kk,5,55000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,65,5001.0,2+kk,4,35000.0
Třída E,True,False,False,Velmi dobrý,Cihlová,220,5002.0,5+1,6,59000.0
Třída G,False,True,True,Velmi dobrý,Cihlová,60,5001.0,2+kk,3,25000.0
Třída C,True,False,False,Velmi dobrý,Cihlová,73,5005.0,2+kk,3,15120.0
Other,False,False,False,Velmi dobrý,Cihlová,65,5003.0,3+kk,2,7000.0
Other,False,False,False,Velmi dobrý,Cihlová,35,5003.0,1+kk,3,4000.0
Třída G,True,True,True,Novostavba,Cihlová,67,5004.0,2+kk,8,19000.0
Other,False,True,False,Other,Cihlová,52,5008.0,2+1,2,17000.0
Třída B,False,True,True,Velmi dobrý,Skeletová,84,5007.0,3+kk,5,30000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,93,5002.0,3+kk,6,40000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,43,5002.0,2+kk,4,66508.0
Třída G,False,False,False,Velmi dobrý,Cihlová,80,5002.0,3+kk,5,36000.0
Třída C,False,False,False,Velmi dobrý,Cihlová,73,5010.0,3+kk,1,17000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,110,5010.0,4+1,5,42000.0
Třída C,False,False,False,Other,Cihlová,46,5006.0,2+kk,1,19500.0
Třída G,False,False,False,Velmi dobrý,Other,60,5002.0,2+kk,2,25000.0
Other,False,True,False,Velmi dobrý,Cihlová,167,5002.0,4+kk,5,29999.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,87,5006.0,3+kk,5,26500.0
Třída B,False,False,True,Novostavba,Cihlová,193,5006.0,4+kk,3,85000.0
Třída G,True,False,False,Velmi dobrý,Cihlová,140,5008.0,3+kk,0,28000.0
Třída B,False,False,False,Po rekonstrukci,Cihlová,50,5001.0,2+kk,1,22500.0
Třída G,True,True,True,Velmi dobrý,Cihlová,89,5003.0,2+kk,2,34000.0
Other,True,False,False,Other,Cihlová,53,5010.0,1+1,4,13900.0
Třída C,False,True,False,Other,Cihlová,57,5003.0,2+kk,4,13000.0
Třída C,False,True,True,Novostavba,Cihlová,43,5010.0,1+1,1,15000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,70,5002.0,2+1,2,21000.0
Třída G,False,True,False,Velmi dobrý,Skeletová,94,5004.0,3+kk,2,25000.0
Třída G,True,True,False,Velmi dobrý,Cihlová,78,5004.0,3+kk,4,19900.0
Třída G,False,False,False,Velmi dobrý,Smíšená,120,5001.0,4+kk,5,25000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,72,5003.0,2+kk,7,18000.0
Třída G,False,True,False,Novostavba,Cihlová,65,5005.0,2+kk,7,14500.0
Třída G,False,True,False,Velmi dobrý,Smíšená,45,5006.0,2+kk,4,16500.0
Třída G,False,False,False,Velmi dobrý,Cihlová,39,5006.0,2+kk,2,15000.0
Třída G,False,True,True,Velmi dobrý,Cihlová,122,5006.0,3+kk,4,42000.0
Třída G,True,True,True,Novostavba,Skeletová,117,5004.0,3+kk,10,80000.0
Třída G,False,False,False,Other,Smíšená,33,5005.0,1+kk,2,10000.0
Třída G,False,True,True,Velmi dobrý,Cihlová,106,5006.0,3+kk,4,45000.0
Třída B,True,True,True,Novostavba,Cihlová,110,5005.0,4+kk,1,50000.0
Třída B,True,True,True,Novostavba,Smíšená,82,5004.0,2+kk,20,60000.0
Other,False,False,False,Velmi dobrý,Cihlová,138,5002.0,3+kk,3,75000.0
Třída B,False,False,True,Novostavba,Smíšená,73,5006.0,2+kk,3,23000.0
Třída C,True,True,False,Novostavba,Cihlová,97,5009.0,3+kk,6,19850.0
Other,False,True,False,Novostavba,Smíšená,81,5004.0,2+kk,3,19965.0
Other,False,True,False,Velmi dobrý,Cihlová,117,5001.0,3+1,3,36000.0
Other,False,False,False,Velmi dobrý,Panelová,42,5006.0,2+kk,6,12000.0
Other,False,False,False,Velmi dobrý,Cihlová,55,5004.0,2+kk,2,16000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,48,5003.0,2+1,3,15350.0
Třída D,False,True,False,Po rekonstrukci,Cihlová,47,5007.0,2+kk,6,17000.0
Třída B,False,True,True,Novostavba,Cihlová,62,5005.0,2+kk,3,17000.0
Other,False,False,False,Other,Cihlová,80,5006.0,3+kk,2,18000.0
Třída G,False,True,False,Other,Panelová,76,5010.0,3+1,3,19000.0
Třída G,False,False,True,Velmi dobrý,Cihlová,92,5003.0,3+kk,3,26000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,113,5010.0,3+kk,6,27000.0
Třída B,False,True,False,Novostavba,Smíšená,32,5008.0,1+kk,6,16000.0
Třída B,False,True,False,Novostavba,Smíšená,55,5008.0,2+kk,6,22000.0
Třída C,False,True,False,Po rekonstrukci,Cihlová,200,5005.0,4+kk,5,39000.0
Třída G,False,False,False,Velmi dobrý,Other,85,5001.0,3+1,2,29000.0
Třída G,True,False,False,Velmi dobrý,Cihlová,150,5001.0,4+1,3,79000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,69,5010.0,2+1,1,14000.0
Třída D,False,True,False,Other,Panelová,46,5005.0,2+kk,4,12500.0
Třída B,False,True,True,Novostavba,Cihlová,103,5003.0,3+kk,7,26000.0
Třída C,False,True,False,Novostavba,Cihlová,39,5004.0,1+kk,3,12000.0
Třída C,False,True,False,Velmi dobrý,Panelová,42,5004.0,2+kk,2,14000.0
Other,False,False,False,Novostavba,Cihlová,76,5005.0,3+kk,3,25000.0
Other,False,False,False,Velmi dobrý,Cihlová,38,5006.0,2+kk,1,15000.0
Other,False,True,False,Po rekonstrukci,Cihlová,96,5002.0,3+1,2,26000.0
Třída A,False,True,True,Novostavba,Smíšená,68,5005.0,2+kk,2,20000.0
Třída G,False,True,False,Velmi dobrý,Skeletová,42,5009.0,1+kk,4,12000.0
Other,False,True,False,Velmi dobrý,Cihlová,63,5008.0,2+kk,2,23000.0
Třída C,False,False,False,Po rekonstrukci,Cihlová,34,5002.0,1+1,7,14000.0
Other,False,True,False,Po rekonstrukci,Cihlová,107,5002.0,3+kk,2,55000.0
Other,False,True,False,Velmi dobrý,Cihlová,20,5002.0,unknown_byUs,5,10000.0
Třída G,False,False,False,Other,Cihlová,95,5002.0,3+kk,1,23000.0
Třída B,False,False,False,Other,Panelová,30,5004.0,1+kk,4,9000.0
Třída B,False,False,False,Other,Panelová,30,5004.0,1+kk,3,9700.0
Other,False,True,False,Po rekonstrukci,Cihlová,99,5005.0,3+kk,4,25000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,90,5004.0,3+1,1,17000.0
Třída C,False,False,False,Velmi dobrý,Cihlová,45,5005.0,1+kk,3,16000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,27,5004.0,1+1,3,9000.0
Other,False,False,False,Velmi dobrý,Cihlová,170,5003.0,3+1,0,39999.0
Třída G,False,False,False,Velmi dobrý,Cihlová,35,5002.0,1+kk,4,21000.0
Třída G,True,False,False,Novostavba,Cihlová,86,5010.0,3+kk,2,19000.0
Other,True,False,False,Velmi dobrý,Cihlová,111,5010.0,4+kk,4,36000.0
Třída G,False,False,False,Velmi dobrý,Panelová,43,5009.0,2+kk,2,11000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,78,5002.0,2+1,5,24000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,49,5004.0,2+kk,4,15900.0
Třída G,False,True,False,Velmi dobrý,Cihlová,68,5002.0,2+kk,4,31000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,125,5005.0,4+kk,5,42000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,60,5008.0,2+1,2,19000.0
Třída G,False,True,False,Velmi dobrý,Panelová,30,5004.0,1+kk,3,11600.0
Třída G,False,True,True,Novostavba,Panelová,47,5005.0,2+kk,10,15500.0
Třída G,True,True,True,Novostavba,Cihlová,55,5009.0,2+kk,4,15000.0
Třída G,False,True,False,Novostavba,Cihlová,58,5005.0,2+kk,2,19500.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,90,5001.0,2+kk,4,35000.0
Třída C,True,True,False,Velmi dobrý,Smíšená,100,5005.0,4+kk,7,22000.0
Třída G,False,True,False,Po rekonstrukci,Panelová,40,5009.0,2+kk,8,11900.0
Třída G,True,True,False,Velmi dobrý,Cihlová,92,5002.0,3+kk,2,38000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,45,5008.0,1+kk,3,11500.0
Třída G,False,True,False,Velmi dobrý,Panelová,28,5004.0,1+kk,2,9500.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,44,5005.0,1+1,2,15500.0
Other,False,False,False,Velmi dobrý,Cihlová,43,5005.0,2+kk,2,14000.0
Other,False,True,True,Novostavba,Smíšená,65,5008.0,2+kk,5,23000.0
Třída C,True,False,True,Velmi dobrý,Cihlová,70,5005.0,2+kk,2,16500.0
Other,False,False,False,Velmi dobrý,Cihlová,111,5007.0,3+1,3,30000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,234,5001.0,atypicky,2,50000.0
Třída G,False,True,False,Other,Cihlová,66,5006.0,2+kk,4,16000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,160,5006.0,4+kk,3,36000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,112,5001.0,3+1,5,42000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,62,5001.0,2+kk,2,28000.0
Třída C,True,True,True,Novostavba,Skeletová,73,5004.0,2+kk,5,19000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,30,5009.0,2+kk,2,12000.0
Other,False,True,False,Velmi dobrý,Skeletová,69,5009.0,2+kk,3,14500.0
Třída G,False,False,True,Novostavba,Cihlová,93,5006.0,3+kk,2,36000.0
Třída E,True,False,True,Velmi dobrý,Cihlová,220,5002.0,5+1,6,59000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,62,5001.0,2+kk,3,28000.0
Třída G,False,False,False,Other,Cihlová,33,5010.0,2+kk,3,11000.0
Třída G,False,True,False,Other,Cihlová,127,5002.0,3+1,5,39000.0
Třída G,False,False,True,Po rekonstrukci,Smíšená,120,5010.0,3+1,2,40000.0
Třída C,False,False,True,Novostavba,Skeletová,65,5006.0,2+kk,2,18500.0
Třída G,True,True,False,Novostavba,Cihlová,48,5005.0,1+kk,5,13000.0
Třída G,False,False,False,Po rekonstrukci,Smíšená,64,5010.0,2+kk,1,20000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,60,5003.0,2+kk,2,16000.0
Other,True,True,False,Velmi dobrý,Smíšená,111,5004.0,3+1,4,38000.0
Třída G,True,True,True,Velmi dobrý,Cihlová,107,5001.0,4+kk,2,45000.0
Třída F,False,True,False,Velmi dobrý,Cihlová,49,5002.0,2+kk,4,17000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,49,5007.0,2+kk,4,25000.0
Třída G,True,True,False,Velmi dobrý,Cihlová,89,5007.0,3+kk,2,29000.0
Třída G,False,False,True,Po rekonstrukci,Cihlová,50,5005.0,2+kk,2,35000.0
Třída B,False,True,True,Novostavba,Skeletová,71,5009.0,3+kk,4,25000.0
Třída G,True,False,False,Novostavba,Cihlová,30,5005.0,1+kk,7,13500.0
Třída G,False,False,False,Other,Cihlová,61,5006.0,2+1,4,12500.0
Třída G,True,False,True,Velmi dobrý,Skeletová,89,5004.0,3+1,2,19000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,115,5006.0,3+kk,5,35000.0
Třída G,True,True,False,Velmi dobrý,Cihlová,75,5002.0,2+1,1,32000.0
Other,False,True,True,Po rekonstrukci,Cihlová,115,5003.0,3+1,3,53000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,20,5003.0,1+kk,1,12900.0
Other,False,False,False,Velmi dobrý,Cihlová,43,5003.0,2+kk,4,18000.0
Other,True,True,False,Po rekonstrukci,Cihlová,50,5002.0,2+kk,3,18000.0
Třída F,True,True,False,Velmi dobrý,Cihlová,50,5002.0,1+1,7,13500.0
Other,False,True,False,Po rekonstrukci,Cihlová,69,5001.0,3+kk,4,32000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,14,5005.0,atypicky,1,12700.0
Třída G,False,True,False,Po rekonstrukci,Panelová,68,5004.0,3+kk,9,15000.0
Třída G,False,False,False,Po rekonstrukci,Panelová,78,5004.0,3+1,3,14500.0
Třída G,False,True,False,Other,Cihlová,25,5004.0,1+kk,1,10000.0
Třída F,True,True,False,Velmi dobrý,Cihlová,92,5001.0,3+1,4,28800.0
Other,False,False,True,Velmi dobrý,Cihlová,76,5004.0,3+1,3,16500.0
Třída G,True,True,False,Velmi dobrý,Cihlová,150,5010.0,4+1,6,42000.0
Třída G,False,False,False,Velmi dobrý,Panelová,67,5004.0,3+kk,6,16000.0
Třída G,False,True,True,Velmi dobrý,Cihlová,110,5001.0,3+1,5,42980.0
Třída G,False,False,True,Velmi dobrý,Cihlová,90,5005.0,2+kk,8,19900.0
Třída G,False,True,False,Novostavba,Cihlová,43,5005.0,1+kk,1,13000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,103,5002.0,2+kk,4,36000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,70,5002.0,2+kk,4,26600.0
Třída E,False,True,False,Po rekonstrukci,Cihlová,58,5010.0,2+kk,5,16500.0
Other,False,False,False,Velmi dobrý,Cihlová,35,5003.0,1+kk,5,4000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,40,5006.0,2+kk,1,18000.0
Třída G,False,True,False,Velmi dobrý,Smíšená,30,5009.0,1+kk,1,10500.0
Třída C,True,False,False,Velmi dobrý,Cihlová,63,5009.0,2+kk,2,15500.0
Other,False,True,False,Novostavba,Cihlová,36,5009.0,1+1,3,13800.0
Třída C,False,False,True,Velmi dobrý,Cihlová,45,5006.0,2+kk,2,19500.0
Třída G,False,True,False,Velmi dobrý,Cihlová,64,5001.0,2+1,2,32000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,68,5001.0,2+1,3,32000.0
Other,False,False,False,Po rekonstrukci,Cihlová,144,5006.0,3+1,2,30000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,106,5001.0,3+1,2,42000.0
Třída G,True,True,False,Po rekonstrukci,Cihlová,174,5001.0,5+1,3,1.0
Třída G,False,True,False,Velmi dobrý,Panelová,46,5005.0,2+kk,11,15000.0
Třída D,False,True,True,Novostavba,Skeletová,54,5010.0,1+kk,18,25900.0
Třída G,True,True,False,Velmi dobrý,Cihlová,40,5002.0,1+kk,1,21000.0
Other,False,False,False,Po rekonstrukci,Cihlová,55,5010.0,3+kk,2,15000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,86,5002.0,2+1,2,18500.0
Třída E,False,True,False,Velmi dobrý,Skeletová,42,5009.0,1+kk,8,12000.0
Třída C,True,True,False,Other,Cihlová,12,5005.0,unknown_byUs,5,9000.0
Třída G,False,False,True,Novostavba,Smíšená,42,5005.0,2+kk,3,24000.0
Třída G,True,True,True,Novostavba,Smíšená,188,5005.0,4+kk,19,50000.0
Třída G,True,False,False,Velmi dobrý,Cihlová,69,5006.0,2+kk,1,18000.0
Třída D,False,False,False,Po rekonstrukci,Panelová,69,5005.0,3+1,2,18600.0
Třída C,False,True,False,Velmi dobrý,Cihlová,48,5010.0,2+kk,3,14000.0
Třída G,True,False,False,Velmi dobrý,Cihlová,46,5006.0,2+kk,3,15500.0
Třída G,False,False,False,Velmi dobrý,Cihlová,78,5002.0,3+kk,4,22000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,48,5007.0,2+kk,6,17500.0
Třída G,True,True,True,Novostavba,Cihlová,35,5009.0,1+kk,4,13000.0
Třída G,True,True,True,Novostavba,Cihlová,35,5009.0,1+kk,4,14000.0
Other,False,False,False,Po rekonstrukci,Cihlová,52,5003.0,2+kk,4,21900.0
Other,False,False,False,Po rekonstrukci,Cihlová,32,5004.0,1+1,1,13500.0
Třída G,False,False,False,Other,Cihlová,92,5002.0,3+kk,3,31500.0
Třída G,False,True,False,Velmi dobrý,Panelová,56,5005.0,2+kk,10,14900.0
Other,False,False,False,Velmi dobrý,Cihlová,103,5002.0,3+1,4,36000.0
Třída G,False,False,True,Other,Cihlová,120,5005.0,3+1,1,38000.0
Třída B,False,False,False,Novostavba,Cihlová,81,5005.0,3+kk,1,29000.0
Třída B,False,False,False,Novostavba,Cihlová,65,5005.0,2+kk,1,24000.0
Třída G,False,False,False,Po rekonstrukci,Panelová,42,5005.0,2+kk,2,15000.0
Třída G,False,True,False,Velmi dobrý,Other,75,5007.0,3+kk,2,26000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,72,5002.0,3+kk,2,27000.0
Other,False,False,False,Velmi dobrý,Cihlová,55,5007.0,2+1,5,20000.0
Třída B,False,False,False,Novostavba,Cihlová,84,5005.0,3+kk,1,29000.0
Třída C,False,True,False,Velmi dobrý,Panelová,54,5004.0,3+kk,8,20000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,52,5010.0,2+kk,6,20000.0
Třída E,False,False,False,Velmi dobrý,Cihlová,48,5009.0,2+kk,2,16000.0
Other,False,True,False,Novostavba,Cihlová,40,5005.0,1+kk,1,16500.0
Třída G,False,False,False,Velmi dobrý,Panelová,46,5005.0,2+kk,3,16000.0
Třída C,True,False,True,Novostavba,Cihlová,62,5009.0,2+kk,3,19980.0
Třída C,False,False,False,Other,Panelová,70,5004.0,3+kk,2,16000.0
Třída G,False,True,False,Other,Cihlová,35,5004.0,1+kk,5,12000.0
Other,False,False,False,Velmi dobrý,Panelová,82,5010.0,4+1,3,16000.0
Other,True,True,False,Velmi dobrý,Cihlová,105,5002.0,3+1,3,39000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,95,5005.0,3+1,2,22000.0
Třída G,True,True,True,Velmi dobrý,Skeletová,68,5006.0,2+kk,2,22500.0
Třída B,False,False,False,Novostavba,Cihlová,89,5005.0,4+kk,1,39000.0
Třída C,False,True,False,Po rekonstrukci,Cihlová,60,5002.0,2+1,2,17000.0
Třída G,True,False,False,Velmi dobrý,Cihlová,78,5002.0,2+1,3,22000.0
Třída G,False,True,False,Novostavba,Smíšená,57,5009.0,2+kk,1,20000.0
Třída C,False,False,False,Velmi dobrý,Cihlová,32,5006.0,1+kk,1,12500.0
Třída C,True,True,False,Other,Cihlová,25,5009.0,1+kk,3,10500.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,73,5010.0,3+kk,1,16990.0
Třída G,True,True,False,Velmi dobrý,Cihlová,200,5005.0,6 a vice,6,75000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,104,5006.0,3+kk,7,39000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,73,5007.0,2+kk,5,28000.0
Třída G,False,False,True,Po rekonstrukci,Cihlová,50,5005.0,2+kk,4,35000.0
